ExternalId__c,Active__c,Invoice__r.ExternalId__c,Line_Amount__c,Line_Description__c
100,FALSE,822,2697.99,Rio
101,FALSE,356,2146.25,S6
102,FALSE,586,1308.27,New Beetle
103,TRUE,887,1610.47,Spectra
104,TRUE,595,1242.86,1500 Club Coupe
105,FALSE,320,2793.58,1500
106,TRUE,920,2154.96,R8
107,FALSE,596,,
108,TRUE,116,2861.34,Miata MX-5
109,FALSE,687,1625.38,GTO
110,FALSE,128,975.4,S80
111,FALSE,603,1707.92,Stratus
112,FALSE,540,2237.29,Cobalt
113,TRUE,323,2981.35,Nubira
114,FALSE,110,2860.16,Jetta
115,FALSE,327,2719.11,Yukon XL 2500
116,FALSE,550,3273.34,Gran Sport
117,FALSE,380,1715.66,Daewoo Kalos
118,TRUE,357,1820.78,Suburban 1500
119,TRUE,324,2573.96,Escalade ESV
120,FALSE,708,1909.54,F250
121,TRUE,408,675.62,Swift
122,TRUE,988,2963.34,NSX
123,FALSE,909,2058.99,Pathfinder
124,FALSE,944,474.12,GS
125,TRUE,38,1095.47,Milan
126,FALSE,85,1956.27,Viper
127,TRUE,504,108.34,JX
128,FALSE,562,2162.15,Azera
129,FALSE,783,2938.38,Golf
130,FALSE,552,1218.18,Ram Van 1500
131,FALSE,47,2763.77,V8
132,TRUE,439,3132.88,Galant
133,TRUE,277,1225.7,Celica
134,TRUE,385,1561.07,Achieva
135,FALSE,951,2064.02,Navigator
136,TRUE,977,2208.48,A5
137,TRUE,681,2610.9,Amanti
138,FALSE,999,1555.01,Grand Caravan
139,FALSE,435,2503.01,RSX
140,FALSE,668,1705.17,Land Cruiser
141,TRUE,672,2392.09,Scoupe
142,FALSE,409,1665.77,Aurora
143,FALSE,697,2496.56,Sierra 1500
144,FALSE,904,803.22,Accord
145,FALSE,774,3262.45,Mystique
146,FALSE,471,,
147,FALSE,608,2087.14,A6
148,TRUE,445,1533.48,Maxima
149,FALSE,652,2643.48,5 Series
150,FALSE,296,1158.58,Firebird
151,TRUE,203,2317.56,Explorer
152,FALSE,931,1613.98,G-Class
153,FALSE,298,728.36,3500
154,FALSE,143,2327,Savana 2500
155,FALSE,709,2687.78,QX
156,FALSE,182,2730.21,Ascender
157,TRUE,649,,
158,TRUE,249,2597.12,Sable
159,FALSE,912,2096.96,del Sol
160,FALSE,77,1007.17,Lumina APV
161,FALSE,658,2667.44,Sorento
162,FALSE,616,2073.03,Phantom
163,TRUE,339,2611.56,Bronco II
164,FALSE,482,1937.33,Colt
165,TRUE,865,1564.94,Metro
166,FALSE,406,1546.32,Thunderbird
167,FALSE,793,2360.71,Grand Prix
168,FALSE,929,1119.15,IS-F
169,FALSE,403,1916.75,Taurus
170,TRUE,227,2290.64,G37
171,FALSE,512,410.91,Civic Si
172,TRUE,466,1168.67,Trooper
173,TRUE,996,,
174,TRUE,684,2127.58,Passat
175,TRUE,627,1533.17,Grand Am
176,TRUE,623,1685.84,Protege
177,FALSE,792,1940.79,Cultus
178,TRUE,300,3263.4,Camaro
179,TRUE,61,635.19,Chariot
180,TRUE,237,1578.65,Bravada
181,FALSE,673,2129.26,Breeze
182,FALSE,994,2104.92,Cordia
183,TRUE,581,1652.91,Entourage
184,TRUE,781,2129.04,Trooper
185,TRUE,476,1867.39,Aspire
186,FALSE,573,3006.01,Viper
187,FALSE,773,3199.24,Avenger
188,TRUE,889,2159.65,Monaro
189,TRUE,372,1661.66,Sephia
190,TRUE,66,1317.21,Rodeo
191,TRUE,572,1834.82,Range Rover
192,FALSE,72,2067.7,Sable
193,FALSE,621,1971.52,Quest
194,FALSE,366,1682.09,Tacoma
195,FALSE,731,1168.87,Cavalier
196,FALSE,152,1509.98,X5
197,TRUE,844,2294.44,6 Series
198,TRUE,431,1813.86,GTI
199,FALSE,685,2655.82,Sunfire
200,TRUE,769,2345.93,HS
201,TRUE,804,1081.47,MKZ
202,TRUE,174,3059.83,GTI
203,TRUE,127,2183.73,S80
204,TRUE,340,2524.14,Lanos
205,FALSE,165,1944.73,Wrangler
206,TRUE,632,2614.48,SL-Class
207,FALSE,761,2774.05,Passat
208,TRUE,195,2090.91,Accord
209,TRUE,391,3111.55,Town Car
210,TRUE,885,1220.55,Aspen
211,FALSE,525,1742.38,Econoline E250
212,FALSE,140,2233.68,Aveo
213,TRUE,280,-34.44,Cordia
214,TRUE,640,2110.66,Continental Flying Spur
215,TRUE,387,1899.66,Ascender
216,TRUE,518,1380.8,Prelude
217,FALSE,789,1954.6,SSR
218,FALSE,358,2907.7,GS
219,FALSE,667,2425.8,3 Series
220,TRUE,447,1087.38,Villager
221,TRUE,95,1459.02,Journey
222,TRUE,696,2010.49,SL-Class
223,TRUE,938,803.01,Grand Caravan
224,FALSE,62,3022.54,Astra
225,TRUE,720,1350.72,Discovery
226,FALSE,285,1572.66,6 Series
227,FALSE,802,1349.07,QX
228,FALSE,444,1611.5,Neon
229,FALSE,597,1986.54,LeSabre
230,TRUE,17,928.28,V8
231,TRUE,282,1857.42,Ridgeline
232,FALSE,820,1706.3,Corvette
233,FALSE,354,2769.1,Galant
234,FALSE,960,,
235,FALSE,985,1682.42,Ranger
236,TRUE,87,712.6,Grand Caravan
237,FALSE,192,2726.48,Continental
238,TRUE,722,2802.87,Pathfinder
239,FALSE,289,1894.46,Focus
240,TRUE,948,1752.12,Integra
241,FALSE,803,2936.67,RL
242,FALSE,261,,
243,TRUE,808,1085.5,Azure T
244,TRUE,122,1388.91,Grand Am
245,TRUE,286,1479.41,Outback
246,FALSE,884,1267.4,STS
247,TRUE,216,3053.2,Sorento
248,TRUE,222,1868.93,Neon
249,FALSE,108,1470.14,Accent
250,FALSE,64,2166.22,Santa Fe
251,TRUE,7,1582.03,Envoy
252,TRUE,230,2088.06,Justy
253,FALSE,425,3039.9,Sierra 1500
254,FALSE,56,1314.1,Cougar
255,TRUE,177,2407.91,Continental GTC
256,TRUE,828,,
257,FALSE,498,2068.86,riolet
258,FALSE,556,698.18,LTD Crown Victoria
259,FALSE,313,1623.86,V70
260,FALSE,588,2596.17,Express 1500
261,TRUE,509,1961.12,DeVille
262,TRUE,758,2231.4,L-Series
263,FALSE,838,2563.11,RX
264,TRUE,569,2267.97,Navigator
265,TRUE,966,,
266,FALSE,754,2525.83,Suburban 2500
267,FALSE,701,1108.62,Odyssey
268,TRUE,109,1659.95,Astro
269,FALSE,307,1882.94,riolet
270,TRUE,745,1389.07,Quattroporte
271,FALSE,113,2824.7,H2
272,FALSE,878,2253.44,Sunfire
273,FALSE,563,1551.76,Z4 M
274,FALSE,824,2705.71,RDX
275,TRUE,962,1579.7,IS
276,FALSE,284,,
277,FALSE,389,2624.8,Bonneville
278,TRUE,319,2201.74,M6
279,TRUE,730,,
280,TRUE,305,3097.17,S5
281,FALSE,530,1227.43,Grand Prix
282,FALSE,155,1712.21,Cherokee
283,TRUE,727,1725.88,5 Series
284,TRUE,183,,
285,FALSE,746,1797.24,9000
286,FALSE,813,734.83,Esprit
287,TRUE,335,2360.42,944
288,TRUE,740,2960.42,M3
289,FALSE,829,1523.95,Escalade
290,TRUE,446,3503.19,LR2
291,TRUE,75,1975.05,Blackwood
292,FALSE,318,1668.63,M5
293,FALSE,770,,
294,TRUE,863,2645.65,Town Car
295,TRUE,207,601.81,Thunderbird
296,FALSE,35,2684.05,Chariot
297,FALSE,206,2445.29,Explorer
298,FALSE,489,1764.36,Optima
299,TRUE,983,2018.6,Sunbird
300,TRUE,234,2242.36,Discovery
301,TRUE,806,2185.17,SJ
302,FALSE,734,1325.13,A5
303,FALSE,379,2983.21,Achieva
304,FALSE,751,850.93,E-Series
305,TRUE,173,3105.32,I
306,FALSE,663,1168.93,4Runner
307,FALSE,443,2085.85,X5 M
308,TRUE,316,,
309,TRUE,413,,
310,TRUE,895,2323.89,240SX
311,TRUE,522,,
312,FALSE,515,,
313,FALSE,145,1487.78,CTS-V
314,FALSE,378,2834.22,Q
315,TRUE,626,2322.18,TundraMax
316,TRUE,528,2821.19,7 Series
317,FALSE,886,3383.49,M3
318,FALSE,190,1280.38,S5
319,TRUE,894,,
320,TRUE,107,2249.87,R-Class
321,TRUE,2,1467.21,Regal
322,TRUE,901,2083.26,Corvair 500
323,FALSE,637,733.99,Cougar
324,TRUE,639,1059.87,Crown Victoria
325,TRUE,827,2056.61,MKX
326,FALSE,930,1969.64,i-370
327,FALSE,228,1696.46,E150
328,FALSE,710,1532.22,Hombre Space
329,TRUE,370,,
330,TRUE,93,3256.58,Bravada
331,TRUE,78,1591.82,Impala
332,TRUE,544,2283.75,Elan
333,TRUE,772,2126.13,Forenza
334,TRUE,893,3099.98,S2000
335,FALSE,242,2449.08,Esprit
336,FALSE,6,,
337,TRUE,500,3073.77,GranSport
338,FALSE,19,2718.69,F150
339,TRUE,492,2452.03,RL
340,FALSE,836,2216.23,62
341,FALSE,907,1745.85,S40
342,FALSE,414,532.29,Grand Am
343,TRUE,511,946.96,S2000
344,FALSE,134,2417.79,S10
345,TRUE,992,2734.07,JUKE
346,FALSE,71,2078.16,Grand Prix
347,TRUE,214,,
348,TRUE,369,1087.87,5-Sep
349,TRUE,184,2127.67,C-Class
350,FALSE,54,,
351,FALSE,355,2040.84,4Runner
352,TRUE,211,1610.31,Impreza
353,FALSE,899,2839.12,Bonneville
354,FALSE,495,1920.44,XR4Ti
355,FALSE,837,2745.17,3500 Club Coupe
356,TRUE,74,2655.39,Elantra
357,FALSE,564,299.3,Diamante
358,TRUE,438,3362.71,Sorento
359,FALSE,650,1931.38,A3
360,FALSE,218,2286.7,Rodeo Sport
361,FALSE,551,1908.87,Ram Van 1500
362,TRUE,766,937.66,LX
363,TRUE,775,2834.25,Taurus
364,FALSE,934,2717.22,Express 1500
365,FALSE,240,1715.69,Corolla
366,FALSE,959,1162.44,760
367,TRUE,58,,
368,TRUE,346,2240.65,Mustang
369,FALSE,272,1077.01,Equus
370,FALSE,484,2402.64,S-Type
371,FALSE,968,2050.89,Vibe
372,FALSE,997,1872.37,Suburban
373,FALSE,402,1796.14,R8
374,FALSE,821,,
375,TRUE,521,2787.8,B-Series Plus
376,FALSE,984,2565.19,Land Cruiser
377,TRUE,785,1448.98,Skylark
378,FALSE,117,2918.64,Santa Fe
379,TRUE,15,1903.62,Accent
380,TRUE,823,2070.91,ES
381,TRUE,842,,
382,TRUE,503,2196.13,Aspire
383,TRUE,479,1177,Camry
384,FALSE,170,3190.87,Crown Victoria
385,TRUE,726,1407.41,TundraMax
386,FALSE,840,1359.39,Forester
387,FALSE,454,2569.9,Vantage
388,TRUE,753,2079.37,TSX
389,TRUE,545,2758.97,Dakota Club
390,TRUE,324,2185.85,Boxster
391,FALSE,160,2923.07,S-Class
392,FALSE,375,1700.36,Murciélago
393,TRUE,11,2510.15,Camaro
394,FALSE,988,1072.49,S6
395,TRUE,695,1078.36,RX Hybrid
396,TRUE,597,1105.2,GS
397,TRUE,232,3183.56,RX Hybrid
398,TRUE,497,2213.91,TrailBlazer
399,FALSE,625,3185.77,Windstar
400,FALSE,394,2268.3,Grand Marquis
401,FALSE,374,2112.47,Firefly
402,TRUE,252,,
403,TRUE,391,1794,Tribeca
404,TRUE,219,,
405,FALSE,549,1900.55,Magnum
406,FALSE,283,2565.6,8 Series
407,TRUE,21,2897.66,Montero
408,FALSE,128,,
409,TRUE,319,1645.71,I
410,FALSE,833,3571.12,X5
411,TRUE,882,2215.84,Grand Prix
412,FALSE,997,3130.11,Vision
413,TRUE,956,871.13,Corolla
414,TRUE,522,2094.05,V40
415,TRUE,693,2224.28,Town Car
416,TRUE,133,2203.91,Prowler
417,FALSE,475,2300.43,Mirage
418,FALSE,304,1511.66,Jetta
419,FALSE,705,2773.97,3000GT
420,FALSE,209,1837.46,Maxima
421,FALSE,362,1792.23,Seville
422,TRUE,562,1735.34,Excursion
423,TRUE,591,2152.81,Bonneville
424,FALSE,177,,
425,TRUE,639,2422.22,Forester
426,TRUE,561,2264.21,Camaro
427,FALSE,312,1709.89,Quattroporte
428,FALSE,153,523.36,Enclave
429,FALSE,70,1243.82,Tiburon
430,TRUE,242,2811.29,Mark LT
431,TRUE,437,1459.68,Caravan
432,FALSE,491,,
433,FALSE,787,3422.94,Rio
434,FALSE,322,,
435,FALSE,368,2764.49,Sprinter 2500
436,TRUE,90,,
437,FALSE,18,2169.11,Neon
438,FALSE,379,2645.36,Savana 3500
439,FALSE,269,,
440,FALSE,889,2157.08,New Yorker
441,FALSE,520,1777.78,1500
442,TRUE,443,953.54,XLR
443,TRUE,574,132.54,Thunderbird
444,TRUE,106,2960.72,Bonneville
445,TRUE,778,2348.07,IS
446,FALSE,346,2597.03,Passport
447,FALSE,575,3238.35,Optima
448,TRUE,413,1803.66,ZX2
449,TRUE,1000,2112.79,Sequoia
450,FALSE,535,1758.36,Legacy
451,FALSE,581,1718.84,S40
452,TRUE,367,955.91,207
453,FALSE,846,2776.84,5-Sep
454,FALSE,671,1904.55,CTS
455,FALSE,13,2009.6,Talon
456,TRUE,986,2312.84,LS
457,FALSE,490,1945.98,LS
458,TRUE,484,2254.15,Lancer Evolution
459,FALSE,930,,
460,TRUE,292,,
461,TRUE,777,771.48,Corolla
462,FALSE,132,2259.81,Sierra 3500HD
463,TRUE,812,2086.81,Prius
464,FALSE,357,923.61,Express 2500
465,FALSE,370,1774.36,4Runner
466,TRUE,978,1651.93,Camaro
467,TRUE,539,1698.61,Aviator
468,TRUE,863,2993.79,Bonneville
469,TRUE,44,2518.2,DBS
470,FALSE,859,2903.81,E350
471,FALSE,179,1590.86,Range Rover
472,TRUE,950,2689.09,Econoline E250
473,FALSE,936,2490.93,3500
474,FALSE,788,1961.11,Land Cruiser
475,FALSE,975,2628.82,Ram 3500
476,TRUE,114,3958.97,Acadia
477,FALSE,163,,
478,FALSE,102,,
479,FALSE,917,2420.35,Stealth
480,TRUE,583,2232.39,DeVille
481,FALSE,290,817.63,Sierra 2500
482,TRUE,680,1629.63,Daytona
483,FALSE,188,2837.38,Dakota
484,FALSE,640,,
485,TRUE,109,,
486,TRUE,409,575.33,Silverado
487,FALSE,706,1190.03,Montero Sport
488,TRUE,182,1537.83,RL
489,TRUE,835,2688.98,Continental
490,FALSE,1,2532.33,Cougar
491,TRUE,743,3192.54,FR-S
492,TRUE,990,2039.13,LTD Crown Victoria
493,TRUE,458,2583.87,1500
494,FALSE,704,1898.91,Escort
495,FALSE,771,3992.38,Rally Wagon G2500
496,TRUE,482,2210.32,Sonata
497,TRUE,584,2547.56,Oasis
498,TRUE,807,1944.68,Miata MX-5
499,TRUE,914,2333.64,B-Series Plus
500,TRUE,836,1084.12,Fiero
501,FALSE,713,1983.59,Silverado 2500
502,FALSE,922,1647.08,Town & Country
503,TRUE,222,2117.45,E-Class
504,TRUE,898,2070.71,SL-Class
505,FALSE,876,1282.66,E-Class
506,TRUE,29,,
507,TRUE,844,2203.1,GTI
508,TRUE,891,1347.07,911
509,FALSE,953,2719.43,I
510,FALSE,762,2345.5,Wrangler
511,FALSE,36,1286.68,Rodeo
512,FALSE,642,1046.37,Santa Fe
513,TRUE,509,1582.82,SJ
514,FALSE,215,1572.63,G-Series 2500
515,TRUE,636,2819.65,Yaris
516,FALSE,240,2050.2,Enclave
517,TRUE,817,1250.53,Land Cruiser
518,TRUE,498,1117.45,LaCrosse
519,FALSE,259,1722.36,Malibu
520,TRUE,434,913.27,Ram Van 2500
521,FALSE,909,2640.18,Montana
522,TRUE,864,1690.83,Grand Prix
523,TRUE,148,2352.49,Tahoe
524,TRUE,970,2257.77,C70
525,TRUE,204,2387.73,Stratus
526,FALSE,883,1469.38,Lancer
527,TRUE,398,582,L300
528,FALSE,211,2008.26,V12 Vantage
529,FALSE,277,1262.01,Accent
530,TRUE,668,,
531,TRUE,714,2273.09,xB
532,TRUE,819,2366.33,Tucson
533,FALSE,314,2882.85,B-Series Plus
534,FALSE,190,2339.51,Esperante
535,FALSE,980,1496.69,Esprit
536,FALSE,763,2544.82,Mustang
537,TRUE,353,2018.79,Continental
538,FALSE,732,3027.32,Taurus
539,TRUE,30,1339.68,Suburban 1500
540,FALSE,192,2265.93,X5 M
541,FALSE,321,1648.89,Cobalt
542,TRUE,869,1006.07,Explorer
543,FALSE,157,2457.67,New Beetle
544,TRUE,899,2250.37,Silverado 1500
545,FALSE,664,2713.33,Diablo
546,FALSE,135,1698.98,Veracruz
547,FALSE,217,2114.22,Dakota Club
548,TRUE,943,1585.59,Rio
549,TRUE,119,1030.87,Savana 3500
550,FALSE,965,1602.97,Diamante
551,FALSE,473,,
552,TRUE,332,2588.1,TT
553,FALSE,203,350.42,Corvette
554,TRUE,690,3014.4,RSX
555,FALSE,63,2628.38,S-Class
556,FALSE,305,1555.68,Impala
557,TRUE,595,1634.19,A8
558,TRUE,712,3129.35,3 Series
559,FALSE,206,,
560,TRUE,925,2530.25,Nubira
561,FALSE,537,1603.48,300E
562,FALSE,689,1852,Justy
563,TRUE,753,1643.21,Jetta
564,FALSE,711,1434.72,tC
565,TRUE,702,896.44,Mustang
566,TRUE,734,1453.49,458 Italia
567,TRUE,673,1579.15,Camry
568,TRUE,158,1608.85,Spectra
569,FALSE,503,1575.09,M-Class
570,TRUE,494,2621.65,Savana 1500
571,TRUE,356,1264.75,850
572,FALSE,149,2013.99,Aerostar
573,FALSE,181,2363.09,Coupe GT
574,FALSE,748,2243.26,Celica
575,FALSE,644,2386.28,Elantra
576,TRUE,339,1894.16,Ranger
577,TRUE,916,,
578,FALSE,380,2092.55,Equinox
579,TRUE,384,2423.83,G37
580,TRUE,874,2793.47,Celica
581,TRUE,180,2026.83,Bravada
582,FALSE,657,1953.88,LS Hybrid
583,FALSE,351,1606.84,GTO
584,FALSE,643,1371.85,57
585,TRUE,607,1325.69,E250
586,FALSE,829,1816.75,E250
587,TRUE,966,2921.65,Riviera
588,TRUE,528,2834.92,Azera
589,FALSE,958,2280.13,Sportage
590,FALSE,613,1676.52,Tempest
591,TRUE,795,221.1,Escalade ESV
592,TRUE,594,3142.54,Type 2
593,FALSE,341,2547.76,Mazdaspeed 3
594,TRUE,335,1236.61,Savana 3500
595,TRUE,117,1614.48,LX
596,FALSE,588,2513.2,Tracker
597,FALSE,358,1034.17,200
598,FALSE,564,1914.12,Liberty
599,TRUE,776,1958.92,Express 3500
600,FALSE,476,1688.72,7 Series
601,TRUE,492,2913.31,B2500
602,FALSE,590,2158.12,Tribeca
603,TRUE,247,2329.55,Tundra
604,FALSE,831,1121.21,Prius
605,FALSE,273,1347.83,Relay
606,FALSE,957,319.05,Suburban 2500
607,FALSE,462,1466.25,Forester
608,FALSE,166,1999,Focus
609,TRUE,967,2697.45,Rodeo
610,FALSE,577,1944.49,Galant
611,TRUE,803,1430.05,Sedona
612,FALSE,31,1846.1,Grand Prix
613,TRUE,971,2137.89,Dakota Club
614,FALSE,926,3199.29,Camry Hybrid
615,FALSE,726,1920.87,Sidekick
616,TRUE,612,1677.7,Quest
617,TRUE,344,1910.12,Blazer
618,TRUE,718,1510.2,Crown Victoria
619,FALSE,903,1322.47,Odyssey
620,TRUE,274,2202.62,Express 1500
621,TRUE,915,1380.48,Express 1500
622,FALSE,234,2124.18,Nubira
623,FALSE,761,1301.14,Cutlass
624,FALSE,662,2512.54,Rio
625,FALSE,792,2043.2,Durango
626,FALSE,243,2426.55,Outlander
627,TRUE,939,1889.19,Mark VIII
628,TRUE,263,1405.3,Justy
629,TRUE,972,2698.47,Terrain
630,TRUE,976,2015.57,Countach
631,FALSE,137,2124.53,Boxster
632,TRUE,159,1755.73,F-Series
633,FALSE,500,2108.17,V70
634,TRUE,140,2234.22,SC
635,TRUE,904,1254.2,Touareg
636,FALSE,210,2989.04,Chariot
637,TRUE,282,1680.19,Roadster
638,TRUE,609,2329.14,5-Sep
639,FALSE,697,1171.34,RAV4
640,TRUE,785,2055.4,S60
641,FALSE,65,2141.71,A6
642,TRUE,942,2452.49,Thunderbird
643,TRUE,77,3272.22,530
644,FALSE,248,2147.26,Sunbird
645,FALSE,560,2440.96,Intrepid
646,FALSE,310,1854.02,Express
647,TRUE,147,1987.64,RX Hybrid
648,FALSE,974,1925.05,Lanos
649,TRUE,757,2509.46,Cooper
650,TRUE,218,3669.37,Malibu
651,TRUE,501,2340.64,MPV
652,TRUE,456,2668.43,626
653,FALSE,383,928.33,F-Series
654,TRUE,871,,
655,TRUE,622,,
656,FALSE,512,2603.15,SVX
657,FALSE,593,,
658,FALSE,840,582.43,Town & Country
659,TRUE,676,1329.9,80
660,FALSE,786,1268.99,Ram Wagon B350
661,FALSE,894,1353.78,E-350 Super Duty Van
662,TRUE,685,1336.12,Bravada
663,TRUE,189,2480.84,Premier
664,TRUE,880,3029.95,GT500
665,FALSE,913,1321.41,Ascender
666,FALSE,737,1269.66,Spectra
667,TRUE,479,1733.28,Xtra
668,FALSE,59,1466.54,Mustang
669,FALSE,932,3478.76,Escort
670,FALSE,32,1025.37,Continental
671,TRUE,572,2113.02,Galant
672,TRUE,747,2809.22,300C
673,FALSE,918,2880.84,GS
674,TRUE,50,1986.53,Durango
675,TRUE,810,2564.51,S10
676,TRUE,369,,
677,TRUE,647,2244.43,Golf
678,TRUE,700,146.28,Prelude
679,TRUE,98,2891.39,Cabriolet
680,FALSE,291,3233.91,Catera
681,TRUE,949,1235.14,Avalon
682,TRUE,207,1664.09,Sidekick
683,TRUE,722,1457.52,XK Series
684,TRUE,244,2277.16,Millenia
685,TRUE,238,741.83,2500 Club Coupe
686,FALSE,478,1897.27,Taurus
687,FALSE,838,1980.71,E150
688,TRUE,766,1612.6,Excel
689,TRUE,306,1310.75,Blazer
690,TRUE,610,,
691,TRUE,692,1748.65,Five Hundred
692,TRUE,633,2896.76,F150
693,FALSE,585,2322.08,Ram Van 1500
694,TRUE,756,2690.36,Town Car
695,FALSE,74,2433.44,Baja
696,TRUE,546,2843.43,Alpina B7
697,TRUE,536,3447.56,Sportage
698,FALSE,52,1255.78,Ram Van 3500
699,TRUE,286,2873.94,SL-Class
700,TRUE,466,2598.46,RX-8
701,TRUE,171,1065.27,DeVille
702,TRUE,404,1729.49,Fiero
703,TRUE,547,,
704,TRUE,79,2153.25,Suburban 1500
705,TRUE,881,599.93,Monte Carlo
706,FALSE,839,1856.58,Camry Hybrid
707,TRUE,760,2813.18,Kizashi
708,FALSE,253,1919.96,Avenger
709,TRUE,193,,
710,TRUE,653,3235.84,Firebird
711,FALSE,433,2115.52,LR2
712,FALSE,907,1816.82,S-Class
713,FALSE,783,2383.43,Rainier
714,TRUE,175,2127.87,Yukon
715,FALSE,432,1858.08,Probe
716,FALSE,4,2763.17,Legacy
717,TRUE,698,1953.4,Venture
718,TRUE,945,1745.14,Yukon XL 2500
719,TRUE,872,2289.18,MR2
720,TRUE,727,1007.7,Esperante
721,TRUE,220,2993.1,Outback
722,FALSE,656,1013.93,Elantra
723,TRUE,900,1661.72,207
724,TRUE,774,2823.44,JUKE
725,TRUE,173,1990.26,B-Series
726,TRUE,92,2011.72,S-Class
727,TRUE,237,2790.01,Jetta III
728,TRUE,288,2061.81,Aerostar
729,TRUE,111,2259.33,TL
730,FALSE,529,,
731,FALSE,387,2172.16,RX-7
732,FALSE,717,2536.61,NX
733,TRUE,619,1104.28,Reatta
734,FALSE,934,1736.76,M3
735,FALSE,355,1392.24,IS F
736,TRUE,388,1762.27,GranSport
737,FALSE,184,2509.67,F150
738,FALSE,233,2883.81,Rainier
739,TRUE,39,1278.69,Miata MX-5
740,TRUE,524,309.57,Highlander
741,FALSE,457,2316.81,164
742,FALSE,69,960.01,Spyder
743,FALSE,105,3537.78,C8 Spyder Wide Body
744,TRUE,684,3176.19,MR2
745,FALSE,486,2316.22,CR-V
746,TRUE,327,1723.75,LeBaron
747,TRUE,719,1587.54,Sephia
748,TRUE,542,539.46,RX
749,TRUE,540,2715.92,Sentra
750,TRUE,89,2464.22,Breeze
751,TRUE,897,1638.48,Celica
752,TRUE,481,2197.25,Acclaim
753,FALSE,231,1694.93,Tahoe
